,サマナー,ぷーちゃん♪,1453,5
140位,,獣人,べーやまぁ,1208,5
141位,,ビーストテイマー,ういオレンジ,1207,5
142位,,獣人,山佐の獣撃,1205,5
143位,,プリンセス,蛍猫姫♪,1205,5
144位,,ランサー,ちはるちゃんん,1205,5
145位,,武道家,隻眼盗賊,1205,5
146位,,黒魔術師,meden,1203,5
147位,,ランサー,ふぁみりった,1203,5
148位,,ビショップ,神聖桜,1203,5
149位,,戦士,くびら,1203,5
150位,,霊術師,Gazelle_yui,1202,5
151位,,ランサー,ｼﾞｪﾌﾃｨ,1201,5
152位,,武道家,Melttykiss☆,1201,5
153位,,武道家,ねこぱんつ,1201,3
154位,,ビーストテイマー,karu_g,1200,5
155位,,アーチャー,￡impulse￡,1200,5
156位,,シーフ,WELLBE,1200,5
157位,,追放天使,ダーグル,1200,5
158位,,ビショップ,†御殴裏隙打郎†,1200,5
159位,,戦士,カトリ。,1200,5
160位,,霊術師,ふーにゃ,1199,5
161位,,剣士,Graaazie,1198,5
162位,,ランサー,ちゃわ～ん＾＾,1197,5
163位,,サマナー,∬ルシフェリア∬,1196,5
164位,,リトルウィッチ,～ジェス～,1192,5
165位,,プリンセス,狼妃,1190,5
166位,,シーフ,温泉ソムリエ,1189,5
167位,,アーチャー,魚有,1188,5
168位,,ランサー,つば○,1187,5
169位,,ウィザード,Lenard,1187,5
170位,,光奏師,Nigelle,1186,5
171位,,霊術師,watta_gra,1186,5
172位,,ランサー,小豆桔梗,1186,5
173位,,シーフ,バイフリッツ,1186,5
174位,,ランサー,Ａ・シャリアール,1185,5
175位,,ランサー,ko_san,1183,5
176位,,戦士,ポロさん,1183,5
177位,,シーフ,nanakusa,1182,5
178位,,ランサー,望みし永遠の混沌,1181,5
179位,,黒魔術師,ひらぺん,1180,5
180位,,シーフ,backnumber大好き,1180,5
181位,,ランサー,covid,1179,5
182位,,ウルフマン,忠義の狗爪ココ,1179,5
183位,,ウィザード,残兵首領,1176,5
184位,,武道家,瑞雲改二,1173,5
185位,,追放天使,Cens,1173,5
186位,,黒魔術師,FrouFrou,1171,5
187位,,霊術師,bycm,1171,5
188位,,霊術師,まえがちゃん,1171,5
189位,,闘士,○○○○●,1170,5
190位,,霊術師,キッコーマソ,1170,5
191位,,ランサー,20％Over,1170,5
192位,,ウィザード,akimasaだよ。,1170,5
193位,,武道家,比企谷はちまん,1169,5
194位,,ウィザード,TAKUGON,1169,5
195位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1167,5
196位,,悪魔,魔法の壁,1163,5
197位,,リトルウィッチ,Artesano,1163,5
198位,,獣人,ひひまま,1160,5
199位,,剣士,カナト,1160,5
200位,,リトルウィッチ,RelMayer,1159,5
201位,,武道家,鬼一家,1158,5
202位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1158,5
203位,,武道家,かみまみ,1156,5
204位,,獣人,おーいえ,1155,5
205位,,リトルウィッチ,花咲乙女達の影に,1154,5
206位,,戦士,Destron,1154,5
207位,,黒魔術師,みるきちん,1152,5
208位,,シーフ,漣鎖,1151,5
209位,,ウィザード,nayaata,1151,5
210位,,アルケミスト,Crewd,1150,5
211位,,ランサー,とっぽぎの踊り子,1144,5
212位,,剣士,くろしば,1142,5
213位,,獣人,towaco．β,1141,5
214位,,武道家,マンナンライフ３,1140,5
215位,,武道家,宅見,1140,5
216位,,黒魔術師,紫りのん,1138,5
217位,,闘士,アンヘル＿,1137,5
218位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1137,5
219位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
220位,,リトルウィッチ,魔凜,1134,5
221位,,シーフ,じゅえちゃん,1134,5
222位,,黒魔術師,Lime。,1133,5
223位,,サマナー,帝愛会長,1133,5
224位,,武道家,いもむし♪,1133,5
225位,,戦士,MurderMan,1133,5
226位,,獣人,わべ助,1132,5
227位,,ランサー,Tummy,1132,5
228位,,ウィザード,hinaru,1129,5
229位,,シーフ,シッフー,1128,5
230位,,霊術師,吉田沙保里のASMR,1126,5
231位,,アーチャー,イリス・エリス,1126,5
232位,,戦士,ここぷ,1126,5
233位,,アーチャー,ぴちゃ,1125,5
234位,,ウィザード,フラウボー,1125,5
235位,,光奏師,My☆Dear,1124,5
236位,,プリンセス,かなぷる親父号,1124,5
237位,,黒魔術師,ψ芽亜ψ,1123,5
238位,,武道家,隠れ里,1123,5
239位,,マスケッティア,ズックにロック,1121,5
240位,,ランサー,。ゆーにゃ。,1121,5
241位,,ビショップ,Xenn,1121,5
242位,,アーチャー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1120,5
243位,,ランサー,ジンランサー,1120,5
244位,,戦士,５㍉,1120,5
245位,,剣士,ロビンフッド☆,1120,5
246位,,武道家,ココナッツン,1118,5
247位,,戦士,はるたそ,1118,5
248位,,武道家,BLAAKSHOUT,1116,5
249位,,プリンセス,麻梨亜,1115,5
250位,,プリンセス,早見,1114,5
251位,,ウィザード,t_e_i,1113,5
252位,,黒魔術師,黒蒼穹,1111,5
253位,,霊術師,‐MIYU‐,1111,5
254位,,ランサー,ことちゃん,1111,5
255位,,武道家,shinki3,1110,5
256位,,ウルフマン,琥炭,1110,5
257位,,戦士,オコノ,1108,5
258位,,光奏師,賀喜,1107,5
259位,,ランサー,ゆるふわ系,1106,5
260位,,獣人,ブルーなしゅり,1105,5
261位,,リトルウィッチ,pomm,1105,5
262位,,アーチャー,流星の猫,1105,5
263位,,ランサー,nonameさん,1104,5
264位,,ランサー,えいしぐ,1104,5
265位,,シーフ,September☆7th,1103,5
266位,,剣士,swordko,1103,5
267位,,ランサー,Spallow_Tail,1102,5
268位,,戦士,WEDGWOOD,1101,5
269位,,プリンセス,ファーナ。,1099,5
270位,,剣士,monaka43,1099,5
271位,,ランサー,花鳥くん,1097,5
272位,,剣士,rotarisl,1097,5
273位,,リトルウィッチ,Liaison,1096,5
274位,,ビショップ,（＝ω＝安,1096,5
275位,,剣士,魔じぇ,1094,5
276位,,ウルフマン,ざぶとん☆,1093,5
277位,,プリンセス,七槻四季,1093,3
278位,,アルケミスト,EquilibrioAlba,1092,5
279位,,悪魔,よなくま,1091,5
280位,,ビショップ,無我夢中♪,1090,5
281位,,戦士,カミソン,1090,5
282位,,プリンセス,ネオロック,1087,5
283位,,ランサー,ニャ－さん,1087,5
284位,,リトルウィッチ,不安㍑,1086,5
285位,,シーフ,ふゆさんまん,1086,5
286位,,剣士,風小僧,1086,5
287位,,ランサー,アバハラキ,1085,5
288位,,剣士,RORONOA＋ZORO,1085,5
289位,,ランサー,青なな,1084,5
290位,,霊術師,双七,1082,5
291位,,シーフ,Pokerhero,1082,5
292位,,ランサー,となてぃう,1080,5
293位,,ランサー,パーニャ,1079,5
294位,,獣人,∮シルク∮,1077,5
295位,,霊術師,Leccee,1077,5
296位,,武道家,モリタン♪,1076,5
297位,,追放天使,茶蕎麦,1076,5
298位,,ランサー,タウリエル,1075,5
299位,,獣人,EinherjarAlbedo,1074,5
300位,,リトルウィッチ,らいみん,1074,5
301位,,プリンセス,伊吹姫奈,1074,5
302位,,追放天使,にゃんたきー,1074,5
303位,,ランサー,梅酒ソーダ,1071,5
304位,,追放天使,じぇにどん,1071,5
305位,,ビショップ,chinki,1070,5
306位,,闘士,＊stitch＊,1069,5
307位,,獣人,緑茶一筋,1068,5
308位,,ランサー,眠神☆ヒュノプス,1067,5
309位,,シーフ,てけぞー,1067,5
310位,,武道家,ノアだけはガチ,1066,5
311位,,ランサー,アゼルマ,1065,5
312位,,アーチャー,てんち♪,1064,5
313位,,獣人,間衣華,1064,3
314位,,獣人,新しい世界への扉,1063,5
315位,,ランサー,くまもん♪,1063,5
316位,,獣人,ナオタ！！！！！,1061,5
317位,,獣人,卍gotcha卍,1061,5
318位,,リトルウィッチ,くりゅう,1061,5
319位,,獣人,Gazelle_tim,1060,5
320位,,悪魔,Almagest,1059,5
321位,,武道家,怪盗るぱんⅢ,1059,5
322位,,アーチャー,雷蓮,1058,5
323位,,ウィザード,Gazelle_sup,1057,5
324位,,光奏師,白銀の威虎リオン,1055,5
325位,,武道家,地下室,1054,5
326位,,武道家,ろっきんぽ,1054,5
327位,,ウルフマン,ふろーる犬,1054,5
328位,,光奏師,へくまr,1053,5
329位,,サマナー,キャロりん,1053,5
330位,,アーチャー,くろまS,1052,5
331位,,闘士,ぷちゅあ,1051,5
332位,,剣士,マイシャローナ,1051,5
333位,,サマナー,ちくわまる,1050,5
334位,,武道家,めぎぃ,1050,5
335位,,ランサー,あいこすまるち,1049,5
336位,,戦士,シュガ♪,1048,5
337位,,追放天使,ごるでん,1048,3
338位,,ランサー,ranko_star,1046,5
339位,,シーフ,うりゅりん♂,1046,5
340位,,アーチャー,梨莉子,1045,5
341位,,ランサー,カヤちゃん,1045,5
342位,,武道家,kabeちゃん,1044,5
343位,,霊術師,ナツメグ。,1042,5
344位,,霊術師,メラメライド,1041,5
345位,,ランサー,†微笑のテレサ†,1041,5
346位,,ウィザード,夏の残り火,1041,5
347位,,サマナー,納豆かけ御飯,1040,5
348位,,リトルウィッチ,未來♪,1038,5
349位,,ランサー,Vendome,1038,5
350位,,霊術師,アミリア´,1037,5
351位,,ランサー,こまめちゃん☆,1037,5
352位,,ランサー,sherry,1037,5
353位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
354位,,霊術師,●●●●●●,1035,5
355位,,ウルフマン,J･Lal,1035,5
356位,,光奏師,HotLip,1034,5
357位,,悪魔,か～ら,1034,5
358位,,剣士,Kabunushiⅲ,1033,5
359位,,霊術師,レアミート,1031,5
360位,,サマナー,nerumo,1031,5
361位,,サマナー,笛吹奏,1031,5
362位,,ランサー,ダンス山本,1031,5
363位,,ウルフマン,隻眼の魔術師,1031,5
364位,,武道家,dorororo,1030,5
365位,,追放天使,AirMan320,1030,5
366位,,ウィザード,水縹,1030,5
367位,,獣人,化獣語,1029,5
368位,,霊術師,すとれるか,1028,5
369位,,武道家,ﾌﾗﾝｼｳﾑ,1027,5
370位,,ウィザード,♪復活レオン555,1027,5
371位,,ランサー,ツドイ,1027,4
372位,,シーフ,旗振りたぬき,1026,5
373位,,悪魔,ﾋﾟｰｽ☆,1025,5
374位,,シーフ,スケベん,1025,5
375位,,追放天使,グッロチ,1025,5
376位,,戦士,Ghix,1025,5
377位,,霊術師,ブラック・モア,1024,5
378位,,武道家,ぺしゅん,1024,4
379位,,獣人,肋木,1023,5
380位,,ランサー,セレスティーナ,1023,5
381位,,ウィザード,のんた～ん,1023,5
382位,,剣士,ZODIAC6168,1023,5
383位,,アルケミスト,dellapeste,1022,5
384位,,武道家,黒ﾚﾝ,1022,5
385位,,シーフ,Sinfulove,1022,5
386位,,シーフ,山佐花月,1022,5
387位,,戦士,赤むつ,1022,5
388位,,剣士,アイラル,1022,5
389位,,剣士,コッコロたん,1022,5
390位,,メイド,麻李亜,1021,5
391位,,メイド,あざといたぬき,1021,5
392位,,ランサー,Latuni,1021,5
393位,,武道家,yamada3000,1021,5
394位,,シーフ,ｺﾊﾞｹｿ,1021,5
395位,,マスケッティア,右手には約束を。,1020,5
396位,,闘士,鶯桜國愛,1020,5
397位,,闘士,Ⅷ秋桜Ⅷ,1020,5
398位,,悪魔,幻魔狼士,1020,5
399位,,リトルウィッチ,上下左右回転使い,1020,5
400位,,武道家,ふろーる,1020,5
401位,,武道家,わべ丸,1020,5
402位,,黒魔術師,トケンカ_柘榴,1019,5
403位,,ビーストテイマー,LaLaLaLALALA,1019,5
404位,,追放天使,фButterーFlyф,1019,5
405位,,ビショップ,☆志音☆,1019,5
406位,,ウィザード,さーやん♪,1019,5
407位,,ウィザード,Lepperhoff,1019,5
408位,,獣人,こはく。,1018,5
409位,,獣人,役満チャンス,1018,5
410位,,アーチャー,A・シャリアール,1018,5
411位,,ウィザード,かなWIZ,1018,5
412位,,アーチャー,ジニー。ナイツ,1017,5
413位,,ランサー,モツ影,1017,5
414位,,ウィザード,ひろぽんwiz,1017,5
415位,,サマナー,ほっかほか,1016,5
416位,,ウィザード,きめれんとん,1016,5
417位,,獣人,双子マン,1015,5
418位,,霊術師,ﾈｸﾛ。,1015,5
419位,,ネクロマンサー,BlackBoss,1015,5
420位,,ウィザード,ちゃこたりあん,1015,5
421位,,ウィザード,靈猫,1015,5
422位,,霊術師,ばるるん,1014,5
423位,,ランサー,§美影意志§,1014,5
424位,,武道家,武田徹夜,1014,5
425位,,霊術師,FineWeather,1013,5
426位,,アーチャー,Manaco,1013,5
427位,,ランサー,イリナ。,1013,5
428位,,ランサー,砕龍´,1013,5
429位,,武道家,Bーふ,1013,5
430位,,武道家,きしえる,1013,5
431位,,武道家,シンメ,1013,5
432位,,戦士,LilaNia,1012,5
433位,,剣士,kekeⅱ,1012,5
434位,,黒魔術師,asnon,1010,5
435位,,光奏師,RosaiDorfman,1010,5
436位,,武道家,あいこすぅ,1010,5
437位,,獣人,発達した筋肉,1010,4
438位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1009,5
439位,,リトルウィッチ,京子たん,1009,5
440位,,プリンセス,上弦の陸【堕姫】,1009,5
441位,,プリンセス,びびぷりん,1009,5
442位,,ランサー,0nak4Su1ta,1009,5
443位,,アルケミスト,Vitamin3000,1008,5
444位,,黒魔術師,ねこじゅつし,1008,5
445位,,霊術師,○カマです。。,1008,5
446位,,武道家,1901,1007,5
447位,,ビショップ,圭一さん,1007,5
448位,,剣士,GrantKeeneth,1007,5
449位,,霊術師,雪奈。,1006,5
450位,,ビショップ,アタックチャンス,1006,5
451位,,ウルフマン,毛玉ワンコ,1006,5
452位,,ウィザード,Матрёшка,1006,5
453位,,ウィザード,け～む,1006,5
454位,,戦士,捨ノ型・生生流転,1006,5
455位,,ランサー,シャイえんまねこ,1005,5
456位,,ランサー,凛さん,1005,5
457位,,武道家,FASIAL,1005,5
458位,,追放天使,Rasputin,1005,5
459位,,獣人,Leffe,1004,5
460位,,リトルウィッチ,VortexRing,1004,5
461位,,武道家,∮したっぱ∮,1004,5
462位,,アルケミスト,じーす,1003,5
463位,,霊術師,ロッソ・ネロ,1003,5
464位,,サマナー,游々,1003,5
465位,,武道家,ice1,1003,5
466位,,武道家,影偲,1003,5
467位,,ウィザード,☆白魔導師☆,1003,5
468位,,霊術師,なついち,1002,5
469位,,リトルウィッチ,電気社長,1002,5
470位,,サマナー,うーろんちゃ,1002,5
471位,,追放天使,DEEP☆BLUE_粋,1002,5
472位,,ウィザード,伊勢守,1002,5
473位,,剣士,天城颯馬,1002,5
474位,,獣人,ちきんかれー,1001,5
475位,,霊術師,悪い子猫ちゃん,1001,5
476位,,霊術師,ワ・ッ・チ,1001,5
477位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
478位,,武道家,軍隊長,1001,5
479位,,追放天使,コルして下さい！,1001,5
480位,,戦士,καЯμγα,1001,5
481位,,戦士,ローザパークス,1001,5
482位,,戦士,らいおんキング,1001,5
483位,,戦士,リカルの遺志,1001,5
484位,,黒魔術師,アマランテ,1000,5
485位,,黒魔術師,しらたま団子ＬＬ,1000,5
486位,,霊術師,Maximoff,1000,5
487位,,ネクロマンサー,ゆーあい蜜柑,1000,5
488位,,ビーストテイマー,ShootingStar☆彡,1000,5
489位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
490位,,武道家,Ⅹアイルトンセナ,1000,5
491位,,武道家,風呂屋の闘争,1000,5
492位,,シーフ,ガンバードⅡ,1000,5
493位,,ウィザード,あじゃみ,1000,5
494位,,ウィザード,ミ～ティア,1000,5
495位,,戦士,ヘビー,1000,5
496位,,剣士,花ピアス☆,1000,5
497位,,ウィザード,Ⅹ愛Ⅹ,999,5
498位,,霊術師,どうもありがとう,998,5
499位,,悪魔,白南天,998,5
500位,,リトルウィッチ,いなっぴー,998,5
501位,,ランサー,杏猫♪,998,5
502位,,シーフ,ζKleinζ,997,5
503位,,ウィザード,ｖウィザード,997,5
504位,,ウィザード,まこっつ,997,5
505位,,戦士,じょなす,997,5
506位,,リトルウィッチ,はなみよう,996,5
507位,,ランサー,さなっしーJr,995,5
508位,,戦士,§yosshie§,995,5
509位,,ランサー,minas,994,5
510位,,ビショップ,ぐおんさん,994,5
511位,,獣人,ドブネズミ,993,5
512位,,メイド,マッドストーム,992,5
513位,,メイド,べホイミ,992,5
514位,,アーチャー,熱風☆,991,5
515位,,戦士,アダマンティン,991,5
516位,,剣士,Starman,990,5
517位,,シーフ,ShakeShack,989,5
518位,,アーチャー,ピィーポ,988,5
519位,,武道家,ねこくろ,988,5
520位,,剣士,ｷｰｽ･ｶｲ,988,5
521位,,剣士,ﾛｰﾗﾝ,988,5
522位,,黒魔術師,おこの姫,987,5
523位,,黒魔術師,まろしば,987,5
524位,,プリンセス,ともぴ～☆☆,987,5
525位,,戦士,鼻毛特攻隊,987,5
526位,,獣人,けもぉ,986,5
527位,,ビーストテイマー,真華,985,5
528位,,獣人,uwiclo,984,5
529位,,光奏師,そとわくJ,983,5
530位,,リトルウィッチ,プッチン・プリン,982,5
531位,,獣人,Raphtalia,981,5
532位,,シーフ,パパケット,981,5
533位,,戦士,RED_ORCA,981,5
534位,,獣人,xiviler,980,5
535位,,リトルウィッチ,ゆかるり,980,5
536位,,プリンセス,アプリコッテ,980,5
537位,,プリンセス,ぅっっ,980,5
538位,,ビショップ,正面衝突,980,5
539位,,戦士,日軍,980,5
540位,,光奏師,小年,979,5
541位,,悪魔,レキオウL,979,5
542位,,プリンセス,ももか姫,979,5
543位,,ウィザード,氷紳士,979,5
544位,,ネクロマンサー,くろちゃん♪,978,5
545位,,武道家,ぢょんさん,978,5
546位,,武道家,魯粛子敬。,978,5
547位,,ウィザード,フィガレット,978,5
548位,,シーフ,すべるバー,977,5
549位,,ウィザード,丱ARF丱,977,5
550位,,戦士,オソマ,977,5
551位,,戦士,MmuzKnight,977,5
552位,,霊術師,むぅ～たん♪,976,5
553位,,ランサー,ググれカス,976,5
554位,,追放天使,Code：001,976,5
555位,,ビショップ,なるほどさん。,976,5
556位,,サマナー,melonpanda,975,5
557位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
558位,,武道家,Ｓｔａｒｍａｎ,975,5
559位,,シーフ,☆ヒョク☆,975,5
560位,,マスケッティア,akubo,974,5
561位,,獣人,アンジョルラス,974,5
562位,,ランサー,とこよ,974,5
563位,,ランサー,レネシス,974,5
564位,,武道家,安田理容店,974,5
565位,,シーフ,飛ばねぇブタ,974,5
566位,,ウィザード,ルースター,974,5
567位,,戦士,ジョン・ウィック,974,5
568位,,霊術師,みあ！,973,5
569位,,サマナー,スフレ♪,973,5
570位,,ウィザード,近ちゃん,973,5
571位,,獣人,岡_部_誠,972,5
572位,,霊術師,MurderQueenЯR,972,5
573位,,アーチャー,飛鳥の鬼姫,972,5
574位,,ランサー,こるるちゃん,972,5
575位,,武道家,葡萄家ぷーちゃん,972,5
576位,,ビショップ,gerber,972,5
577位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,972,5
578位,,黒魔術師,雪野凜檎,971,5
579位,,霊術師,堕胎された胎児,971,5
580位,,悪魔,地獄花,971,5
581位,,プリンセス,かな姫,971,5
582位,,武道家,だるまさん,971,5
583位,,シーフ,しゃんでぃ,971,5
584位,,ウィザード,メルクリウスﾆｰﾄ,971,5
585位,,戦士,ツムりん,971,5
586位,,霊術師,水禺刀,970,5
587位,,シーフ,アウトサイド,970,5
588位,,アーチャー,Judymaria,969,5
589位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,969,5
590位,,戦士,DSKO156,969,5
591位,,黒魔術師,ふらりん,968,5
592位,,霊術師,うぇぶぉ,968,5
593位,,悪魔,ターメリック。,968,5
594位,,ランサー,ξ塁ξ,968,5
595位,,武道家,冥界王レイリー,968,5
596位,,追放天使,ぺんぎんそるじゃ,968,5
597位,,追放天使,羽ボウキ,968,5
598位,,ウィザード,えぼせぶん,968,5
599位,,ウィザード,☆チェ・ジウ☆,968,5
600位,,ウィザード,♪ゆうちゃん,968,5
601位,,ウィザード,ユリアちゃん,968,5
602位,,戦士,レッド（白鯖）,968,5
603位,,獣人,バーフェン,967,5
604位,,悪魔,でびぃ夫人,967,5
605位,,ランサー,MBMMの使者,967,5
606位,,ビショップ,ヘヴンリイージス,967,5
607位,,ビショップ,ノーテンキ,967,5
608位,,ウィザード,Ｓｈａｆｔ☆,967,5
609位,,戦士,ミルク_tea,967,5
610位,,黒魔術師,exiatence4,966,5
611位,,黒魔術師,そっきん,966,5
612位,,プリンセス,てん子,966,5
613位,,ランサー,マリジェンヌ,966,5
614位,,ウルフマン,旋の爪術士,966,5
615位,,リトルウィッチ,ICouldDieForYou,966,3
616位,,リトルウィッチ,追跡なう,965,5
617位,,ランサー,ice3,965,5
618位,,ランサー,Hearts・Cry,965,5
619位,,黒魔術師,♪BEVEL♪,964,5
620位,,プリンセス,餃子姫,964,5
621位,,サマナー,はなおとめ,964,5
622位,,アーチャー,TomoCruise4,964,5
623位,,ランサー,☆渡月橋☆,964,5
624位,,ランサー,＄槍兵＄,964,5
625位,,シーフ,葦嵩,964,5
626位,,剣士,白丸狼,964,5
627位,,霊術師,♪ズックにロック,963,5
628位,,ランサー,ﾆｬｧﾆｬ,963,5
629位,,ビショップ,ホボ・ブラジル,963,5
630位,,戦士,龍漸,963,5
631位,,剣士,§棗,963,5
632位,,ウィザード,ジェルア,963,4
633位,,黒魔術師,れい嬢,962,5
634位,,光奏師,Sanremo,962,5
635位,,ランサー,※Ading※,962,5
636位,,ランサー,EG０IST,962,5
637位,,ビショップ,馬之助,962,5
638位,,戦士,槭凛海,962,5
