,サマナー,ぷーちゃん♪,1500,5
202位,,アーチャー,ゆるふわ系,1231,5
203位,,アーチャー,ぴちゃ,1231,5
204位,,武道家,ノアだけはガチ,1231,5
205位,,ウィザード,フラウボー,1231,5
206位,,アルケミスト,きれじの妹,1230,5
207位,,ビショップ,って、おい！,1230,5
208位,,剣士,Graaazie,1230,5
209位,,追放天使,☆志音☆,1229,5
210位,,リトルウィッチ,～ジェス～,1227,5
211位,,闘士,ナツメグ。,1226,5
212位,,ランサー,凛ver弓,1224,5
213位,,ウィザード,Bィザード,1224,5
214位,,霊術師,ﾈｸﾛ。,1222,5
215位,,黒魔術師,meden,1220,5
216位,,アーチャー,アバハラキ,1219,5
217位,,武道家,モリタン♪,1219,5
218位,,獣人,卍gotcha卍,1218,5
219位,,霊術師,bakkyiii,1218,5
220位,,ウルフマン,忠義の狗爪ココ,1218,5
221位,,獣人,四ツ矢丸,1217,5
222位,,獣人,べーやまぁ,1216,5
223位,,シーフ,瞬影,1216,5
224位,,霊術師,Gazelle_yui,1215,5
225位,,ウルフマン,ふろーる犬,1215,5
226位,,黒魔術師,日影アゲハ,1214,5
227位,,シーフ,めぎぃ,1214,5
228位,,黒魔術師,雪野凜檎,1213,5
229位,,霊術師,ψ七ちψ,1213,5
230位,,ビーストテイマー,karu_g,1213,5
231位,,リトルウィッチ,クロカ,1213,3
232位,,霊術師,bycm,1212,5
233位,,リトルウィッチ,魔凜,1212,5
234位,,アーチャー,イリナ。,1212,5
235位,,武道家,比企谷はちまん,1212,5
236位,,戦士,アダマンティン,1212,5
237位,,リトルウィッチ,Liaison,1211,5
238位,,アーチャー,ranko_star,1211,5
239位,,黒魔術師,ヴァシリッサ,1210,5
240位,,光奏師,Nigelle,1210,5
241位,,プリンセス,蛍猫姫♪,1210,5
242位,,ランサー,記録の地平線,1210,5
243位,,リトルウィッチ,ぷりめろろ,1209,5
244位,,サマナー,∬ルシフェリア∬,1208,5
245位,,ランサー,つば○,1208,5
246位,,剣士,arist＾＾,1208,5
247位,,光奏師,山佐の獣撃,1206,5
248位,,霊術師,メラメライド,1206,5
249位,,ランサー,covid,1206,5
250位,,悪魔,幻魔狼士,1205,5
251位,,ランサー,ちはるちゃんん,1205,5
252位,,武道家,カエルくん。,1205,5
253位,,武道家,隻眼盗賊,1205,5
254位,,追放天使,じぇにどん,1205,5
255位,,マスケッティア,akubo,1204,5
256位,,獣人,towaco．β,1204,5
257位,,サマナー,シルドレ,1204,5
258位,,アーチャー,花鳥くん,1204,5
259位,,ランサー,３１７７３,1204,5
260位,,獣人,∮シルク∮,1203,5
261位,,ビショップ,神聖桜,1203,5
262位,,戦士,捨ノ型・生生流転,1203,5
263位,,アーチャー,￡impulse￡,1202,5
264位,,シーフ,Melttykiss☆,1201,5
265位,,追放天使,Largus,1201,5
266位,,武道家,ねこぱんつ,1201,3
267位,,黒魔術師,みるきちん,1200,5
268位,,霊術師,いんだら,1200,5
269位,,プリンセス,ファーナ。,1200,5
270位,,アーチャー,魚有,1200,5
271位,,シーフ,WELLBE,1200,5
272位,,ビショップ,†御殴裏隙打郎†,1200,5
273位,,アーチャー,§美影意志§,1198,5
274位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1197,5
275位,,悪魔,か～ら,1195,5
276位,,リトルウィッチ,アクアマナ,1195,5
277位,,戦士,５㍉,1194,5
278位,,武道家,ぺしゅん,1193,4
279位,,黒魔術師,準備運動で骨折,1192,5
280位,,シーフ,バイフリッツ,1192,5
281位,,獣人,ナオタ！！！！！,1191,5
282位,,悪魔,ﾋﾟｰｽ☆,1191,5
283位,,ランサー,あいこすまるち,1191,5
284位,,シーフ,ⅹ金龍ⅹ,1190,5
285位,,シーフ,温泉ソムリエ,1189,5
286位,,プリンセス,上下左右回転使い,1188,5
287位,,ランサー,Ａ・シャリアール,1188,5
288位,,シーフ,じゅえちゃん,1188,5
289位,,ウィザード,Lenard,1187,5
290位,,闘士,＊stitch＊,1186,5
291位,,ランサー,雷蓮,1186,5
292位,,剣士,風小僧,1185,5
293位,,ランサー,ko_san,1183,5
294位,,武道家,怪盗るぱんⅢ,1183,5
295位,,戦士,Destron,1183,5
296位,,獣人,役満チャンス,1182,5
297位,,ランサー,となてぃう,1182,5
298位,,シーフ,backnumber大好き,1182,5
299位,,シーフ,nanakusa,1182,5
300位,,ビショップ,グッロチ,1182,5
301位,,ランサー,nonameさん,1181,5
302位,,ランサー,。ゆーにゃ。,1181,5
303位,,黒魔術師,FrouFrou,1180,5
304位,,ランサー,とっぽぎの踊り子,1180,5
305位,,ランサー,お～い恋茶,1180,5
306位,,剣士,rotarisl,1180,5
307位,,ランサー,シャイえんまねこ,1179,5
308位,,剣士,covid4,1179,5
309位,,黒魔術師,アマランテ,1178,5
310位,,黒魔術師,ψ芽亜ψ,1176,5
311位,,霊術師,キッコーマソ,1175,5
312位,,戦士,はるたそ,1175,5
313位,,アーチャー,パーニャ,1174,5
314位,,ウィザード,隻眼の魔術師,1174,5
315位,,シーフ,すた３,1173,5
316位,,シーフ,てけぞー,1173,5
317位,,追放天使,Cens,1173,5
318位,,ランサー,お、,1172,5
319位,,戦士,ここぷ,1172,5
320位,,霊術師,まえがちゃん,1171,5
321位,,闘士,Ⅷ秋桜Ⅷ,1169,5
322位,,剣士,マイシャローナ,1169,5
323位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1169,5
324位,,ビショップ,イキり大学生,1167,5
325位,,ランサー,グレープジュース,1165,5
326位,,黒魔術師,exiatence4,1164,5
327位,,悪魔,Almagest,1164,5
328位,,悪魔,魔法の壁,1164,5
329位,,アーチャー,卵槍,1163,5
330位,,ビショップ,アタックチャンス,1163,5
331位,,光奏師,ひひまま,1162,5
332位,,武道家,kabeちゃん,1162,5
333位,,プリンセス,不安㍑,1161,5
334位,,獣人,JimmyHoffa,1160,5
335位,,ランサー,Vendome,1160,5
336位,,シーフ,鬼一家,1158,5
337位,,リトルウィッチ,伊吹姫奈,1157,5
338位,,武道家,軍隊長,1157,5
339位,,武道家,かみまみ,1156,5
340位,,追放天使,にゃんたきー,1156,5
341位,,ランサー,chanpe,1155,5
342位,,ビショップ,ヘヴンリイージス,1155,5
343位,,ランサー,BlueGecko,1153,5
344位,,ウルフマン,tantan_39,1153,5
345位,,サマナー,笛吹奏,1152,5
346位,,ランサー,洋食焼き,1151,5
347位,,シーフ,漣鎖,1151,5
348位,,ウィザード,nayaata,1151,5
349位,,プリンセス,びびぷりん,1150,5
350位,,ランサー,BLAKooL,1150,5
351位,,獣人,uwiclo,1149,5
352位,,ウルフマン,シャルダ,1149,5
353位,,剣士,WEDGWOOD,1149,5
354位,,ランサー,カヤちゃん,1147,5
355位,,戦士,RED_ORCA,1147,5
356位,,霊術師,‐MIYU‐,1144,5
357位,,プリンセス,らいみん,1142,5
358位,,サマナー,～可憐～,1142,5
359位,,サマナー,ちくわまる,1142,5
360位,,ランサー,青なな,1142,5
361位,,武道家,いもむし♪,1142,5
362位,,剣士,くろしば,1142,5
363位,,リトルウィッチ,Lacris,1139,5
364位,,黒魔術師,紫りのん,1138,5
365位,,サマナー,はなおとめ,1138,5
366位,,闘士,ぷちゅあ,1136,5
367位,,リトルウィッチ,プッチン・プリン,1136,5
368位,,アーチャー,A・シャリアール,1136,5
369位,,アーチャー,えいしぐ,1136,5
370位,,剣士,のぶ汁,1135,5
371位,,黒魔術師,Lime。,1133,5
372位,,悪魔,よなくま,1133,5
373位,,サマナー,ほっかほか,1133,5
374位,,サマナー,帝愛会長,1133,5
375位,,ランサー,Tummy,1133,5
376位,,光奏師,わべ助,1132,5
377位,,リトルウィッチ,ちゃぷりこん,1129,5
378位,,ウィザード,hinaru,1129,5
379位,,黒魔術師,あざといたぬき,1128,5
380位,,シーフ,シッフー,1128,5
381位,,獣人,Gazelle_tim,1127,5
382位,,霊術師,吉田沙保里のASMR,1126,5
383位,,アーチャー,イリス・エリス,1126,5
384位,,ランサー,†微笑のテレサ†,1126,5
385位,,闘士,ほむぅ,1125,5
386位,,光奏師,My☆Dear,1124,5
387位,,霊術師,さくらよう,1123,5
388位,,アーチャー,ことちゃん,1122,5
389位,,追放天使,鬼一家の天使,1122,5
390位,,マスケッティア,ズックにロック,1121,5
391位,,黒魔術師,黒魔さん,1121,5
392位,,追放天使,バカ旦那,1121,5
393位,,ランサー,ジンランサー,1120,5
394位,,戦士,Kireek12,1120,5
395位,,獣人,Leffe,1118,5
396位,,獣人,不良少年,1117,5
397位,,武道家,yamada3000,1117,5
398位,,武道家,BLAAKSHOUT,1116,5
399位,,追放天使,べやまあ,1116,5
400位,,プリンセス,早見,1114,5
401位,,ランサー,ニャ－さん,1114,5
402位,,武道家,ice1,1114,5
403位,,ウィザード,t_e_i,1113,5
404位,,黒魔術師,黒蒼穹,1111,5
405位,,武道家,あいこすぅ,1111,5
406位,,光奏師,DearMyWaker,1110,5
407位,,シーフ,shinki3,1110,5
408位,,ビショップ,殴って候,1110,5
409位,,戦士,オコノ,1108,5
410位,,光奏師,賀喜,1107,5
411位,,獣人,ブルーなしゅり,1106,5
412位,,ランサー,流星の猫,1105,5
413位,,剣士,いぬかみぴぇん,1104,5
414位,,サマナー,キャロりん,1102,5
415位,,アーチャー,ぼのの,1100,5
416位,,ランサー,とこよ,1097,5
417位,,武道家,ぢょんさん,1096,5
418位,,ウルフマン,ざぶとん☆,1096,5
419位,,ランサー,日焼け止め,1094,5
420位,,プリンセス,七槻四季,1093,3
421位,,ウィザード,ひろぽんwiz,1092,5
422位,,追放天使,無我夢中♪,1090,5
423位,,戦士,カミソン,1090,5
424位,,霊術師,アミリア´,1089,5
425位,,リトルウィッチ,イチゴ大福姫,1087,5
426位,,リトルウィッチ,ネオロック,1087,5
427位,,メイド,マッドストーム,1086,5
428位,,武道家,ふゆさんまん,1086,5
429位,,剣士,RORONOA＋ZORO,1086,5
,430位
ランサー,ARGO,1085,5
,431位
アルケミスト,君のﾊｰﾄにｽﾞｷｭﾝ,1084,5
,432位
戦士,オソマ,1084,5
433位,,獣人,肋木,1083,5
434位,,ランサー,凛さん,1083,5
435位,,霊術師,双七,1082,5
436位,,ランサー,Chase,1082,5
437位,,シーフ,Pokerhero,1082,5
438位,,追放天使,ひまつぶC,1082,5
439位,,獣人,新しい世界への扉,1081,5
440位,,剣士,ZODIAC6168,1081,5
441位,,リトルウィッチ,変身ロボ,1080,5
442位,,ビショップ,chinki,1078,5
443位,,光奏師,小年,1077,5
444位,,霊術師,Leccee,1077,5
445位,,獣人,EinherjarAlbedo,1076,5
446位,,追放天使,茶蕎麦,1076,5
447位,,黒魔術師,トケンカ_柘榴,1075,5
448位,,霊術師,どうもありがとう,1075,5
449位,,ランサー,タウリエル,1075,5
450位,,戦士,龍漸,1075,5
451位,,ランサー,††紫電一閃††,1074,5
452位,,アーチャー,お天気☆Maker,1073,5
453位,,戦士,DSKO156,1073,5
454位,,ランサー,梅酒ソーダ,1071,5
455位,,戦士,ｷｰｽ･ｶｲ,1071,5
456位,,獣人,りなっくま,1069,5
457位,,獣人,間衣華,1069,3
458位,,光奏師,緑茶一筋,1068,5
459位,,プリンセス,未來♪,1068,5
460位,,ランサー,アゼルマ,1068,5
461位,,戦士,じょなす,1068,5
462位,,武道家,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1067,5
463位,,ウィザード,のんた～ん,1067,5
464位,,獣人,キリン丸,1065,5
465位,,アーチャー,てんち♪,1064,5
466位,,獣人,岡_部_誠,1061,5
467位,,武道家,ジャッパー,1061,3
468位,,リトルウィッチ,evian1_5,1060,5
469位,,サマナー,ﾋｯｷ-,1060,5
470位,,獣人,白銀の威虎リオン,1059,5
471位,,シーフ,飛ばねぇブタ,1059,5
472位,,ウィザード,ｖウィザード,1059,5
473位,,黒魔術師,SonChaeYoung,1058,5
474位,,光奏師,xiviler,1058,5
475位,,ランサー,ななえる,1058,5
476位,,ランサー,sherry,1057,5
477位,,ウィザード,Gazelle_sup,1057,5
478位,,剣士,戦士ちゃま,1057,5
479位,,リトルウィッチ,ビッグ・マム,1055,5
480位,,アーチャー,ice3,1055,5
481位,,武道家,地下室,1054,5
482位,,武道家,ろっきんぽ,1054,5
483位,,光奏師,へくまr,1053,5
484位,,リトルウィッチ,いなっぴー,1053,5
485位,,ウィザード,Ⅹ愛Ⅹ,1053,5
486位,,獣人,けもぉ,1052,5
487位,,アーチャー,くろまS,1052,5
488位,,ウルフマン,Crewds,1052,5
489位,,ウルフマン,ふぃるもあ,1052,5
490位,,ウィザード,Shifuku,1052,5
491位,,マスケッティア,のりてぃ,1051,5
492位,,ウルフマン,毛玉ワンコ,1051,5
493位,,光奏師,anipo,1050,5
494位,,ランサー,サライ´,1050,5
495位,,ランサー,DUMMY2257,1050,5
496位,,ウルフマン,J･Lal,1049,5
497位,,剣士,ダテマキマン,1048,5
498位,,サマナー,納豆かけ御飯,1046,5
499位,,シーフ,山佐花月,1046,5
500位,,シーフ,うりゅりん♂,1046,5
501位,,ビショップ,正面衝突,1046,5
502位,,プリンセス,ともぴ～☆☆,1045,5
503位,,アーチャー,ピィーポ,1045,5
504位,,アーチャー,梨莉子,1045,5
505位,,ウィザード,伊勢守,1045,5
506位,,ビショップ,冥王☆ハ－デス,1044,5
507位,,霊術師,ポリアフ,1043,5
508位,,ネクロマンサー,BlackBoss,1043,5
509位,,ウィザード,鼓月,1043,5
510位,,ウィザード,氷紳士,1043,5
511位,,リトルウィッチ,追跡なう,1042,5
512位,,リトルウィッチ,アプリコッテ,1042,5
513位,,ランサー,watta_alt,1042,5
514位,,ランサー,ⅹシルヴィⅹ,1042,5
515位,,ウィザード,近ちゃん,1042,5
516位,,ウィザード,夏の残り火,1041,5
517位,,ランサー,ツドイ,1041,4
518位,,戦士,ヘビー,1040,5
519位,,ランサー,こまめちゃん☆,1039,5
520位,,武道家,Ⅹアイルトンセナ,1039,5
521位,,黒魔術師,そっきん,1038,5
522位,,ウィザード,きめれんとん,1038,5
523位,,戦士,冴ゆる,1038,5
524位,,アーチャー,ジニー。ナイツ,1037,5
525位,,アルケミスト,月城よた,1036,5
526位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
527位,,ランサー,布団がふっとんだ,1036,5
528位,,霊術師,●●●●●●,1035,5
529位,,リトルウィッチ,ももか姫,1035,5
530位,,ランサー,Hearts・Cry,1035,5
531位,,武道家,ハープくん,1035,5
532位,,黒魔術師,asnon,1034,5
533位,,光奏師,HotLip,1034,5
534位,,ビショップ,圭一さん,1034,5
535位,,剣士,§棗,1034,5
536位,,剣士,Kabunushiⅲ,1034,5
537位,,プリンセス,はなみよう,1033,5
538位,,アーチャー,砕龍´,1033,5
539位,,ランサー,さなっしーJr,1032,5
540位,,追放天使,фButterーFlyф,1032,5
541位,,霊術師,レアミート,1031,5
542位,,ランサー,ダンス山本,1031,5
543位,,武道家,ﾌﾗﾝｼｳﾑ,1031,5
544位,,武道家,霧亥－,1031,5
545位,,ウィザード,Tiar,1031,5
546位,,ランサー,ﾆｬｧﾆｬ,1030,5
547位,,武道家,dorororo,1030,5
548位,,ウィザード,水縹,1030,5
549位,,獣人,化獣語,1029,5
550位,,ウィザード,えぼせぶん,1029,5
551位,,霊術師,すとれるか,1028,5
552位,,ランサー,EG０IST,1028,5
553位,,ビショップ,ぐおんさん,1028,5
554位,,ビショップ,oTAMAKIo,1028,5
555位,,リトルウィッチ,ICouldDieForYou,1028,3
556位,,光奏師,とんぼ。,1027,5
557位,,闘士,鶯桜國愛,1027,5
558位,,ランサー,Wind_Missa11Y,1027,5
559位,,ランサー,久遠―雅―,1027,5
560位,,ランサー,リアリスフレーゼ,1027,5
561位,,武道家,Sinfulove,1027,5
562位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,1027,5
563位,,プリンセス,九条院伊織,1026,5
564位,,ランサー,黄昏ｒｓ,1026,5
565位,,武道家,影偲,1026,5
566位,,追放天使,天の使者,1026,5
567位,,シーフ,スケベん,1025,5
568位,,戦士,Ghix,1025,5
569位,,霊術師,ブラック・モア,1024,5
570位,,黒魔術師,♪BEVEL♪,1023,5
571位,,獣人,紙おむつ三太夫,1023,5
572位,,サマナー,☆マルアカ☆,1023,5
573位,,ランサー,知識にしたい,1023,5
574位,,ランサー,セレスティーナ,1023,5
575位,,ウィザード,yuzkiha,1023,5
576位,,ウィザード,ちゃこたりあん,1023,5
577位,,アルケミスト,dellapeste,1022,5
578位,,霊術師,水禺刀,1022,5
579位,,武道家,黒ﾚﾝ,1022,5
580位,,シーフ,AAR_nz,1022,5
581位,,戦士,赤むつ,1022,5
582位,,剣士,アイラル,1022,5
583位,,剣士,コッコロたん,1022,5
584位,,メイド,麻李亜,1021,5
585位,,獣人,Menstyle,1021,5
586位,,アーチャー,のびた。,1021,5
587位,,ランサー,Latuni,1021,5
588位,,シーフ,ｺﾊﾞｹｿ,1021,5
589位,,ビショップ,クルｰクルｰ,1021,5
590位,,マスケッティア,右手には約束を。,1020,5
591位,,霊術師,ちうとん,1020,5
592位,,ランサー,杏猫♪,1020,5
593位,,武道家,ふろーる,1020,5
594位,,武道家,わべ丸,1020,5
595位,,ウィザード,Lepperhoff,1020,5
596位,,リトルウィッチ,§カルセドニー§,1019,5
597位,,ビーストテイマー,LaLaLaLALALA,1019,5
598位,,追放天使,gerber,1019,5
599位,,ウィザード,さーやん♪,1019,5
600位,,剣士,shiroro_chan,1019,5
601位,,ビーストテイマー,リヤン,1018,5
602位,,ランサー,モツ影,1018,5
603位,,ビショップ,Rasputin,1018,5
604位,,ウィザード,靈猫,1018,5
605位,,ウィザード,かなWIZ,1018,5
606位,,剣士,いとーる,1018,5
607位,,獣人,ちきんかれー,1017,5
608位,,ランサー,たなばたよう,1017,5
609位,,ランサー,レネシス,1017,5
610位,,剣士,§yosshie§,1017,5
611位,,光奏師,発達した筋肉,1017,4
612位,,光奏師,れありー,1016,5
613位,,霊術師,雪奈。,1016,5
614位,,霊術師,☆December☆,1016,5
615位,,リトルウィッチ,その辺の少女,1016,5
616位,,ランサー,☆渡月橋☆,1016,5
617位,,リトルウィッチ,VortexRing,1015,5
618位,,アーチャー,※Ading※,1015,5
619位,,ウィザード,ルースター,1015,5
620位,,獣人,よなきーつね！,1014,5
621位,,霊術師,ｷﾞｬｰしたい人,1014,5
622位,,霊術師,ばるるん,1014,5
623位,,武道家,maori,1014,5
624位,,武道家,風の歌,1014,5
625位,,武道家,だるまさん,1014,5
626位,,武道家,武田徹夜,1014,5
627位,,ビショップ,DEEP☆BLUE_粋,1014,5
628位,,ビショップ,ノーテンキ,1014,5
629位,,ウィザード,LAKERS,1014,5
630位,,霊術師,FineWeather,1013,5
631位,,アーチャー,Manaco,1013,5
632位,,ランサー,ボウリングⅡ,1013,5
